content,score
"aku jadi bahasa inggris karena aplikasi ini bermain tetapi sambil belajar banyak bahasa,pokoknya di download dah!",5
im scaring doulingo somehow hell yeah,5
bagus sih tapi kok kok mata 3 jadi bintang 4 dulu kalo udah ganti baru bintang 5,4
ini nape logo duolingo nya jadi 3😭,5
Duolingo ini sangat bagus untuk saya karena saya ingin belajar bahasa Inggris agar buat bisa mendapat nilai di atas 90 kalian kalo mau dapat nilai di atas 90 bisa belajar dengan Duolingo y,5
wah aplikasi ini sangat menyenangkan belajar bahasa baru sangat mudah difahami dan juga muda di ingat,5
belajar asik menyenangkan,5
sangat mmbantu dan trimakasih,5
bisa bikin cepet ngerti bahasa Inggris,5
seru banget permainan nya,5
sangat membantu,5
"membuat belajar jadi seruu, dan jadi semangat untuk belajar bahasa, matematika, atau musik, ga bosen sama sekalii,karakter nya juga lucu-lucuu ~Terimakasih Duolingo~ (﹡ˆ﹀ˆ﹡)♡",5
aplikasinya udah bagus cuma tambahin opsi sistem bahasa dong minn🙏,4
seruuuu walau sesudah belajar iklan muluuu tapi gapapa seruuu,5
ko logo nya jadi horor,3
kerenn pokoknyaaaa,5
👍👍,5
"BAGUS BANGET BUAT BELAJAR BAHASA BARU. GAMPANG DIPELAJARI. Terutama bahasa Jepangnya (ya aku belajar nya itu :v), buat belajar katakana, hiragana itu bisa. Edit: sekarang udah ada pelajaran mat sama musiknya dan juga udah ada AInya cuy, kerenn TAPI KENAPA LOGONYA MATANYA DUO ADA TIGA YA?? 😭😭",5
bagus untuk belajar bahasa lain,5
"semoga duolingo bisa upde lebih baik lagi,hatinya max 15 lah jangan 5,trs kalo salah coba bikin penjelasannya jangan langsung ngurangin hati begitu aja",2
kembalikan PP duolingo yang dluu helnaaaa sayaa kangennnnnn duolingo mata dua manaaaa????,1
"keren kang, gw disekolah nilai b Inggris nya auto 95 jir",5
karena membantu saya dalam belajar bahasa luar,5
Duolingo sangat baik dan keren,5
why the icon have 3 eyes ?,1
seru banget belajar berbagai bahasa di apk ini.,5
mudah untuk di pelajari😇,5
apk setan,1
cara belajarnya seru,5
"Seruwww, bangett mudah belajarnya dan mudah penghapalannya loovvee❤️🔥ayoo belajar melalui duolingo guysss!!",5
"nih apk ngedukung LGBT apa ya? tiap kali ada konsep obrolan Pacar selalu Cewe sama Cewe, gilaaak jadi risih kirain kesalahan doank tpi ga sekali dua kali",2
males ah gambarnya mata 3....😔🙏,1
bagus seru baik 💋💋💋,5
mudah di mengerti dan simple untuk mengingatkan kosa kata 👍👍,4
bagus aku langsung bisa bhs Jepang iklannya juga sedikit,5
"mantap banget,gampang banget ,mudah di mngerti",5
mantab dan mengasikkan,5
"aplikasi ini sangat bagus, melatih kemampuan berbahasa, berbicara, menulis, mendengar dan masih banyak lagi, saya merasakan perbedaan dari tahun 2023 sampai sekarang 2025,sekarang kemampuan saya menjadi meningkat drastis hanya dengan 2 tahun memainkan aplikasi ini, allhamdulillah saya berhasil menguasai bahasa Inggris, Arabsan korea, aplikasi ini pokoknya sangat membantu saya belajar bahasa agar saya bisa kuliah di luar negeri nantinya, tp syg skli yg vidio call ny berbayar sy hrp nnti bisa grts",5
bagus banget buat belajar awal inggris,5
suka banget sama apk nya cuma pas gak punya kuota gk bisa belajar,4
duolingo bagus banget. Ini tuh bisa bagi siapa pun yang ingin belajar bahasa inggris,5
"bener-bener membantu belajar berbagai bahasa dari nol, aku sedang belajar bahasa China dan Spain. terimakasih duolingo",5
berkat apk ini saya bisa berbahasa inggris dan mengetahui bahasa inggris yang blm saya ketahui,5
aplikasi nya bagus,4
meningkat kan prestasi ku dalam bahasa Inggris dan dll,5
ini sangat bermanfaat bagi ku,5
bisa mempelajari bahasa,4
gatawu belum download,5
bagusss,5
"APK BAGUS KEREN, BUAT BELAJAR LATIHAN LATIHAN SOAL BAHASA, BUAT BELAJAR BAHASA ASING, KEREN DEH POKOKNYA❤️",5
saya jadi bisa bahasa 🇰🇷,5
"aku lumayan bisa bahasa inggris, ini sangatlah membantu",5
iklannya jangan double plss😭😭,4
bisa membuat otak cepat berjalan,5
gua udh bisa bhs Inggris omgg cuma gara gara aplikasi ini😭😭😭 gak nyangka yahh udh 11 tahun belajar dri aplikasi ini😭😭😭 gua kash rating 5 bintang😭😭😭👌👌👌,5
logonya sekarang gambar dajal,1
game ini sangat bermanfaat untuk belajar daj membikin orang fokus dan konsentrasi dalam pendidikan sekolah maupun tidak,5
seru banget,5
"baguss bgt, tapi tolong untuk pihak duolingo suara nya itu jangan terlalu kayak google jadi kurang jelas, misalnya kalau kita udah jawab pertanyaan nya itu ada yang salah gara² suara nya itu patah patah sepeti google jadi nya kurang jelas, cuman itu aja kok kekurangannya! tapi aplikasi ini masih tetap fav kok!!",4
bagus sekali.... sangat membantu untuk belajar bahasa!!,5
Goated.,5
lumayan dan ngga terlalu sulit dan mudah dipahami,4
karna game nya yang seru dan mengajarkan kita bahasa Inggris yg lancar,5
"wdym for the 3 eyes, i hated.",1
loh kok matanya tiga?! 🗿,5
"bisa buat belajar ujian , the real bintang 5",5
Belajar gampang gambar bagus dah the best emang duolingo,5
bagus banget,5
mantap,5
its nice,5
"aplikasinya bagus, tapi minta tolong, kita disini buat belajar bahasa ya bukan liat iklan terus disuruh langganan super duolingo, saya kasih bintang 5 biar teratas aja sih",5
bagus dan mengedukasi,4
Duo linggo sangat membantu untuk belajar bahasaaa,5
bambu🎍,5
bro is literally so freakin dramatic. I see it,1
sangat membantu,5
sangat membantu dalam belajar bahasa inggris,5
bguss,5
"Aplikasi ini sangat bagus, Apilikasi ini sudah membantu saya dalam memahami bahasa inggris. Saya sangat suka aplikasi ini.",5
bagus bgt bisa menambah kosakata bahasa bahasa lain,5
kenapa streak saya hilang padahal sudah kerjakan tugas.,2
seru sih tapi aku jarang main,5
alhamdulillah perlahan aku paham bahasa inggris thanks Duolingo🤍,4
sangat bagus,1
Duolingo keren,5
"dukung LaGiBeTe, not worth it👎🏻👎🏻👎🏻",1
baguss,5
saya menyukai aplikasi ini karna lumayan seru,4
Aplikasi nya berguna banget kalo yang sekolah seperti bahasa inggris Korea👍,5
seruuuu!!!!!!!,4
buat yang belajar bahasa baru ini cocok sih,5
sangat bermafaat dan seru,5
"lah, duolingo ada 3 mata 🤫😯",5
bagus untuk mengisi waktu luang dan untuk bisa berkomunikasi dengan orang luar terimakasih duolingo 😊😊😊,5
karna aplikasi ini saya bisa pamer sama teman saya hehehe,5
"gajelas nih, isinya banyak unsur lgbt kocak",1
sukaa,5
"Hallo, duolingo.. Terima kasih yaa, aplikasinya bagus sekali untuk belajar bahasa. Tapi yang bagian bahasa Inggris untuk setiap kata cucu bahasa inggrisnya kenapa grandma ya? Server erorkah? Tolong dicek yaaa",4
bagusss bngtttt,5
kak maaf logo nya takut ih mata satu kaya (dajjal) 😭🙏🏻,4
aku kasih Bintang empat karena gamenya seru bangetttt rasanya pingin nangis sumpah banget,5
minta bahasa nya bahasa inggris yg muncul bahasa jepang,1
belajar dengan menyenangkan kalau disini,5
asik,5
so udahh baguss tapi itu ada bug nya di mana bisa pake super tnpa bayar mohon di perbaiki,4
seru,5
belajar bahasa ingris menyenangkan programnya sangat menyenangkan,5
sudah bagus tapi tolong tambah kan bahasa Arab biar kita bisa belajar bahasa Arab,4
mantap,5
wah bagus banget soalnya kita bisa belajar bahasa yg belum kita ketahui dan cara belajarnya yg menyenangkan 😊,5
yes ok..good👍,5
aplikasi yg sangat menyenangkan,5
keren untuk bljr ketika gabut dan mengasah skil bahasa ingris,5
aku rindu dulingo yang dulu suka bercanda 😭,5
aplikasi belajar bahasa yang sangat bagus untuk pemula.,5
seru banget belajar di duolingo,5
lumayan,4
"aplikasi yang sangat bagus, belajar terasa seperti bermain game. 😋",5
karna sangat seru dan bisa lebih tau bahasa mana pun senang dengan aplikasi ini 100,5
baguss bangett untuk kita belajar bahasa luar,5
sangat² membantu 🔥🔥,4
"great!!!!!!!!!!!!!!! i learn hawaiian,russian,and german",5
"Please fix the problem, I can't finish my course because the question doesn't pop up. I try to reinstall the apps or refresh my internet, but still, the question doesn't pop up. The course can not be skipped, so I can't continue my studies",1
"bagus bangett, aku dong load ini cuma karna gabut dan bahasa inggris fav ku, tapi sekarang.. aku sudah pandai menggunakan kosakata yang ada di sini🤩 nyaman, mudah di mengerti, and pembelajaran suaranya bisa di tunda kalo lagi sibukk, suka bangett, aku rekomen bangett🤩🤩💐",5
"kebanyakan iklan lah,, payahhhh",1
Nice👍,5
pliss ini membantu banget aku baru belajar 3 hari udah aga hafal gituu dan juga apk ini seru banget dari pada game yang lain lain deh aku rating 10/10,5
bagus,5
jadi bisa b Inggris,5
aplikasinya seru bgt bisa buat belajar bahasa luar aku udah nyobain dan soal seru seru,4
cukup membantu,5
bisa sedikit demi sedikit belajar bahasa apk hebat,5
apk ini dukung LGBT cek aja Ig nya,1
"saya sudah pake duolingo hampir 2th , boleh minta tolong tambahin fitur chatting dengan teman biar lebih seru ajah si , duolingo sangat bagus .aku rekomendasi banget untuk para remaja atau yang lagi binggung mau ngapain main ini ajah ,y walaupun iklan nya banyak si di maklum ajah nama nya juga kaum geratis",5
Kenapa logonya dajjal jir,1
kakkoi duolingo desu,5
"aplikasi ini bagus,karna anak' yang ingin... belajar bahasa bisa terlatih....dengan baik.....",5
sangat membatu proses belajar bahasa inggris,5
bot tambahin bahasa thailand dong,5
bagus sekali,5
rekomendasi banget sih buat kalian yg pengen belajar bahasa negri lain cocok bangetttt plisss aku ambil kursus Jepang menurut aku udah oke ya arigatou developer,5
seru banget kalau di aku agak jarang ada iklan gak tau alasan nya apa lagi tapi ini fery fery good,5
membantu saya dalam belajar bahasa inggris,5
bagus sekali,5
very good,5
bagus,4
makasih 😆😆😋😋☺☺☺,5
ini bagus saya sangat sangat suka bahasa Inggris jadi ini lebih mudah walau usia saya masih 9 tahun tapi saya jadi mengerti 👍,5
"sangat membantu bagi pemula, dan seru juga jadi ga bikin malas belajar bahasa asing",5
saya langsung bisa bahasa jepang berkat Duolingo 💅💅💅✨✨✨,5
in love,5
This application is really fun and all the learning is very interesting and exciting. I hope in the future it can be much better.,5
good,5
Gamenya bagus,5
sangat bermanfaat,5
sanht bagus seklai,5
lumayan oke lah,5
bayi dajjal,1
bisa membntu cpt dlm hal apa pn,5
good,5
aplikasi yang bagus!,5
"Bagus, seandainya ditambahkan penutur bahasa thailand dan bahasa sekitaran asean",5
karna apk ini gua beneran bisa bahasa Inggris,5
bagus untuk pelajar pemula untuk belajar bahasa asing aku kasih rat 5👍,5
cukup membantu untuk belajar bahasa,5
saya merasa aneh melihat burung bermata tiga. saya juga tidak nyaman dengan kuda poni saat menyelesaikan quest. bisakah duolingo hanya menjadi aplikasi belajar bahasa biasa saja tanpa ditambahkan unsur aneh?,4
nais,5
game ini bagus banget dan sekarang nilai b Inggris aku udah naik,5
sangat membantu belajar saya,5
Terimakasih sangat membantu,5
good Game,5
good,5
very nice is duolingo,5
seruwww,5
aplikasi duolingo nya seru jdi makin ke hapal ucapan sehari hari nya,5
bagus aku suka belajar di duolingo Karena seru dan menyenangkan,5
"ih Logonyq Menjadi tidak menyenangkan, tidak lucu, seperti entitas yang sedang marah. bahkan anak kecil pun enggan untuk menekan ikon yang sekarang",1
sangat lah bagus aku suka belajar bahasa Mandarin lewat ini karna seru aja,5
kamu keren,5
sangat seru dan bagus untuk otak dan memahami bahasa² lain..,5
cocok buat ngisi waktu luang,4
bagus,5
sangat suka dengan aplikasi ini,5
"aplikasi yg bagus, tapi sayang banget banget banget... kenapa disisipi materi 🌈",3
bagus banget untuk yang ingin pandai bahasa luar negri dan untuk pendidikan.,5
membantu,5
duolingo ini sangat membantu dan aku sangat menyukai nya,5
it's great dan good,5
ini aplikasi bagus banget dan juga ada peliharaan Duolingo nya yg dimana ini buat kita untuk ngurusin apinya dengan cara belajar. the best,5
cocok untuk belajar di bidang bahasa manapun aku jadi bisa belajar bahasa asing sambil mendengar 😊,5
keren,5
lumayan banget buat aku bisa pinter bahasa inggris,4
"aplikasi ini bagus, saya bisa belajar bahasa baru dengan mudah.",5
lumayan efektif..,5
I like it,5
"overall, baguss banget. dari sini, aku bisa ngapalin beberapa kosa kata bahasa china dengan mudah! cuman, sedikit saran dari saya, kalau bisa, mngkin developnya bisa menambahkan pengajaran huruf, cntohnya dalam bahasa china. krn ada beberapa soal yang mengharuskan (opsional sbnrnya) untuk mengetik kosa kata tersebut. jd alangkah baiknya kalau ditambah vitur pengajarannya, hehehe. atau mngkin sudah ada? tp akunya blm nyampe yah? segitu ajaa, selebihnya sangatt membantuuu!! terimakasihh",5
seru untuk belajar,5
sangat seru!,5
so goood😍,5
"seru bgt, menambah pelajaran b.Ing dan menambah kosakata 😍, pokoknya best deh",5
"sangat""membantu",5
ini sangat bagus sih kata ku mudah belajar nya pokok nya ok deh,5
i like Duolingo,5
baguss,5
seru banget🥰🥰🥰🥰🥰🥰🥰,5
makasih sekarang aku jadi bisa bahasa inggris nilaiku disekolah jadi 100🤗,5
terimakasih duolingo aku jadi bisa mengenal banyak bahasa😋😋,5
seru banget,5
"aplikasi ini dapat membantu kita untuk belajar bahasa apa saja, sangat 👍👍👍",5
rekomendasi banget sangat bagus dan memuaskan mengajari sampai bisa ingat jika salah di ulangi kembali biar bisa ingat,5
"keren banget gilaa ni aplikasi, sekarang saya sudah sedikit yang paham bahasa jepang, Terima kasih developer 😄😄",5
"wow,,Amazing!!👍👍👏👏👏",5
belajar disini seru ada minigamenya jadiku kasih bintang 5 mantap,5
sangat seru belajarnya dan kerenn,5
bagus,5
👍,5
bisa membantu aku menyempurnakan apa yang aku tidak ketahui,5
Very nice to study japanese and make easy,5
BAGUS SEKALI,5
ty duolingo,5
👍👍,5
melatih bahasa Inggris setiap hari dan juga menyenangkan 🩷❤️,5
"Apk nya bikin belajar jadi seru tapi kenapa bagian di bagian 6 malah ga bisa di pake apk nya, looding terus hampir setengah jam, perbaiki secepatnya sebelum banyak orang yang gitu",5
bagus aplikasinya,5
PAHAM DIMENERTI😆😆,5
sangat membantu,5
"bagusss bangettt, fiturnya bikin belajar ga bosenin, awwwwwwwww",5
ini bagus banget,5
bagus banget 👊🏻,5
luar biasa,5
oke aku gak tahan sama iklan nya,1
duolingo bagi ku tempat belajar bahasa yang bagus dan menyenangkan,5
menyenangkan belajar disini 🥰😍,5
Sayang sekali di percakapannya ada percakapan L 6 B - Teeee kalau dipelajari anak-anak gimana nih? Astaghfirullaah kenapa sih hal sekecil ini mesti bohong....,1
"sekarang banyak bug nya, seperti tidak bisa mulai stage cerita, terkadang offline padahal jaringan lancar, tidak bisa lanjut stage berikutnya. Jelek nih aplikasi",1
"sebenarnya menarik pembelajarannya, karena ada cerita LGBT di dalam pembelajarannya jadi yah, sampai disini saja...",1
"nyamm, baguss",4
kok logo nya satanisme banget?,1
"menyenangkan, apalagi buat para yang baru belajar, oh iya semangat ya belajar bahasa yang kamu tuju, Di duolingo sangat membantu!!, terimakasih",5
saya hanya gak suka logo apknya untuk keseluruhan apknya bagus bgt,1
"Bagus dan sangat membantu belajar bahasa, terutama inggris",5
seru,4
ayo Jan ragu' download nyaa asik bgt belajar nyaa,4
belajar bahasa gratis ✨,5
"imo, there are no problems with the application and it is easy to use to learn new vocab. but the big obstacle is that there are too many ads, every time u continue to the next unit there are always ads, If the ad is 5 seconds it is still tolerable but this ads can be 30 seconds, I am thinking of switching from duo lingo if the ads continue to be annoying. thanks",1
seruuu banget,5
bagus dan seru,5
luar biasa,5
1000 / 100,5
entah kenapa suara duolingo atau yang kasih pertanyaan suka engga ada,4
bikin aku tambah cerdas biar aku ikut lomba cerita pakai bahasa inggris aku suka sama aplikasi duolingo saya kasih reting 100/10 karna aku suka sekali sama aplikasi satu ini,5
kamu bisa membuat ku pintar 👍,5
🗿yang bener ngasi gambar aplikasi malah kek Dajjal,3
karena mudah semua👍🏻👍🏻,4
menyenangkan,5
bagus banget,5
seru tapi kenapa lama loading nya ya kalo mau belajar 5 menit juga belum kebuka?,5
sangat membantu untuk belajar,5
mantap,5
bagus bgt,5
"bro,kenapa icon apk lu gitu wkwk",5
"bagus, tidak mematahkan semangat, lebih fokus, lebih terasa nyaman",5
belajar disini sangat mudah karena itu aku memeberi bintang lima,5
first week . so far so good,5
bagus,5
karena sangat bagus untuk anak-anak belajar bahasa Inggris 😃😃😃,5
sangat seru,5
aplikasi nya bagus bgt... ga banyak iklan dan lebih mudah di pahami Kalian wajib download sih,5
very love it this app to improve my skill in English. And there's more language that I can learn. Mr. Owl look cute 🥺,5
"aplikasi jelek, di kasih soal arab mulu. padahal udh milih bahasa yang mau di pelajarin, tapi soal arab ny muncul mulu. padahal gak pernah milih buat belajar bhs arab, udh gitu gak bisa keluar lagi .udh hapus trus download lagi gk tau berapa kali tetep aja muncul, aneh kalo gk dibenerin saya gak naikin bintang ny. lagian gak semua org bisa bahasa arab, kaga perlu kali di paksa gitu, kenapa sih selalu gitu? pasti begitu sehabis login ke akun google saya, tolong benerin yah.",1
muka beruangnya nyebelin bisa di ganti ke yang lebih imut ga sih?,5
i'm very excited,5
lumayan bagus,3
bagus aplikasi,5
Update terbaru malah males pake duo.,1
